date,date_dt,yy,mm,method,gross_ret,turnover_raw,turnover,turnover_portfolio,turnover_stock,cost,net_ret,wealth_gross,wealth_net,drawdown_net
19980130,1999-01-31,1999,1,AP-Trees rolling TC-aware (portfolio-level TC),0.013287475516968097,1.0955426957837133e-06,1.0955426957837133e-06,1.0955426957837133e-06,,2.7388567394592834e-09,0.013287472778111358,2.319675170224468,2.3196740852261035,-0.04189610776102137
19980227,1999-02-28,1999,2,AP-Trees rolling TC-aware (portfolio-level TC),0.0632013897419891,1.3586667200402025e-06,1.3586667200402025e-06,1.3586667200402025e-06,,3.3966668001005064e-09,0.06320138634532231,2.4662818647326397,2.4662807032817105,0.0
19980331,1999-03-31,1999,3,AP-Trees rolling TC-aware (portfolio-level TC),0.051433616031207594,1.3987601153730989e-06,1.3987601153730989e-06,1.3987601153730989e-06,,3.496900288432747e-09,0.0514336125343073,2.593131659188029,2.593130429375141,0.0
19980430,1999-04-30,1999,4,AP-Trees rolling TC-aware (portfolio-level TC),0.01969950054679604,1.4619493038242615e-06,1.4619493038242615e-06,1.4619493038242615e-06,,3.6548732595606536e-09,0.019699496891922783,2.644215057726118,2.644213794208967,0.0
19980529,1999-05-31,1999,5,AP-Trees rolling TC-aware (portfolio-level TC),-0.035744567229791885,1.440893568661894e-06,1.440893568661894e-06,1.440893568661894e-06,,3.602233921654735e-09,-0.035744570832025806,2.5496987348251987,2.549697506946845,-0.03574457083202576
19980630,1999-06-30,1999,6,AP-Trees rolling TC-aware (portfolio-level TC),-0.0181340961188245,1.3918897644356332e-06,1.3918897644356332e-06,1.3918897644356332e-06,,3.479724411089083e-09,-0.018134099598548913,2.5034622528938333,2.503461038409699,-0.05323047482299936
19980731,1999-07-31,1999,7,AP-Trees rolling TC-aware (portfolio-level TC),-0.03957648449078621,1.5450685344198245e-06,1.5450685344198245e-06,1.5450685344198245e-06,,3.862671336049562e-09,-0.03957648835345755,2.404384017868912,2.4043828417797433,-0.0907002879095753
19980831,1999-08-31,1999,8,AP-Trees rolling TC-aware (portfolio-level TC),-0.20139103589311513,1.9474661572295437e-06,1.9474661572295437e-06,1.9474661572295437e-06,,4.868665393073859e-09,-0.20139104076178052,1.9201626298254415,1.9201616788839533,-0.2738251032918534
19980930,1999-09-30,1999,9,AP-Trees rolling TC-aware (portfolio-level TC),0.04653958683513769,2.943686076544577e-06,2.943686076544577e-06,2.943686076544577e-06,,7.359215191361443e-09,0.0465395794759225,2.0095262052737892,2.0095251959449936,-0.24002922897308487
19981030,1999-10-31,1999,10,AP-Trees rolling TC-aware (portfolio-level TC),0.047312379289424486,2.513668969549021e-06,2.513668969549021e-06,2.513668969549021e-06,,6.284172423872553e-09,0.04731237300525206,2.104601671289741,2.104600601578995,-0.2040732083811705
19981130,1999-11-30,1999,11,AP-Trees rolling TC-aware (portfolio-level TC),0.08042850977891433,2.378244621060316e-06,2.378244621060316e-06,2.378244621060316e-06,,5.94561155265079e-09,0.08042850383330277,2.2738716473897873,2.2738704791306628,-0.14005800737042706
19981231,1999-12-31,1999,12,AP-Trees rolling TC-aware (portfolio-level TC),0.024103494500310657,2.6894203019427187e-06,2.6894203019427187e-06,2.6894203019427187e-06,,6.723550754856797e-09,0.024103487776759903,2.3286799001370593,2.328678688430324,-0.11933040606235756
19990129,2000-01-31,2000,1,AP-Trees rolling TC-aware (portfolio-level TC),0.07475083216203487,2.9849126308434393e-06,2.9849126308434393e-06,2.9849126308434393e-06,,7.462281577108598e-09,0.0747508246997533,2.502750660511309,2.5027493408512305,-0.05349962762752192
19990226,2000-02-29,2000,2,AP-Trees rolling TC-aware (portfolio-level TC),-0.03211468966607111,3.103496431285796e-06,3.103496431285796e-06,3.103496431285796e-06,,7.75874107821449e-09,-0.03211469742481219,2.4223755997374337,2.422374303039645,-0.08389620069873616
19990331,2000-03-31,2000,3,AP-Trees rolling TC-aware (portfolio-level TC),0.011301936048690307,3.4824740531257115e-06,3.4824740531257115e-06,3.4824740531257115e-06,,8.70618513281428e-09,0.011301927342505175,2.449753133851574,2.4497518014089508,-0.07354246212084037
19990430,2000-04-30,2000,4,AP-Trees rolling TC-aware (portfolio-level TC),0.07704225722761901,3.725502796241703e-06,3.725502796241703e-06,3.725502796241703e-06,,9.313756990604257e-09,0.07704224791386202,2.638487644933933,2.638486187020529,-0.0021660908058879214
19990528,2000-05-31,2000,5,AP-Trees rolling TC-aware (portfolio-level TC),0.015964791972171634,3.5303567949840353e-06,3.5303567949840353e-06,3.5303567949840353e-06,,8.825891987460089e-09,0.015964783146279648,2.6806105513064487,2.6806090468307664,0.0
19990630,2000-06-30,2000,6,AP-Trees rolling TC-aware (portfolio-level TC),0.03998510290297867,3.7333181100926427e-06,3.7333181100926427e-06,3.7333181100926427e-06,,9.333295275231607e-09,0.0399850935696834,2.7877950400432474,2.7877934503920345,0.0
